51641,61419,0.000023052097740894421392
51641,51841,0.000020609208194221178022
51641,54862,0.000066198861379584271151
51641,55215,0.000021126463007563273757
51641,52322,0.000029714149878171985499
51641,51925,0.000023773297831875237733
51641,53508,0.000013789299503585217871
51641,51658,0.000029714149878171985499
51676,54323,0.000077966630282239201622
51676,51827,0.00020955574182732607
51676,55205,0.000012900562464523453223
51676,53531,0.00020955574182732607
51676,52168,0.000077966630282239201622
51676,51842,0.000054100843973165981389
51676,52997,0.000054100843973165981389
51676,53508,0.000029044437990124891083
51676,61051,0.00020955574182732607
51676,51983,0.000025898684346835180773
51676,52322,0.00013881177123820100
51676,52398,0.00013881177123820100
51676,51973,0.000054100843973165981389
51676,54250,0.00017611835153222966
51676,54430,0.000092250922509225092251
51676,53511,0.000071973513746941125666
51676,54130,0.000019544992572902822297
51676,63707,0.00035063113604488079
51676,54312,0.00013297872340425532
51676,51841,0.000092250922509225092251
51689,52967,0.000046943948924983569618
51689,60293,0.00011271415689810640
51706,53177,0.000047267914539610512384
51706,52879,0.00018308311973636031
51662,51706,0.000030936765251825269150
51706,52603,0.000039289643250039289643
51706,51803,0.000036549707602339181287
51706,52257,0.000086986778009742519137
51706,52083,0.000086986778009742519137
51706,54380,0.000033029462280354075836
51831,53349,0.000038550501156515034695
51831,53626,0.000024626902428212579422
51831,51971,0.000060306356289952961042
51831,54256,0.00033400133600534402
51872,53268,0.000044432595752243846085
51872,52713,0.000018383028787823081731
51745,51872,0.000017574692442882249561
51872,52238,0.000017280707817792216769
51872,52991,0.000027918923446311910213
51872,53326,0.000049766099333134268936
51872,52819,0.000016388606640663410797
51831,51872,0.000016388606640663410797
51682,51872,0.000020401501550514117839
51872,52327,0.000017543859649122807018
51872,54160,0.000017574692442882249561
51872,52555,0.000023849272597185785834
51972,57907,0.000015191104089445220879
51972,54190,0.000052268450763119381142
51972,52494,0.000061402431536288837038
51972,52396,0.00010674637062339880
51972,53401,0.000021562877350353631189
51972,53326,0.000021510927551196007572
51972,53784,0.000021330148031227336718
52045,52375,0.000045425638230217134551
52045,52422,0.000014688170147762991686
51787,52045,0.00013147515119642388
52045,53177,0.00023798191337458353
52045,52784,0.000017934002869440459110
52045,53292,0.000042611215271859553434
52045,52724,0.00017513134851138354
52074,53625,0.000017787897114803087979
52074,52784,0.000021510927551196007572
52080,58543,0.000061583938908732602537
52080,54158,0.000014388903277792166681
52080,57907,0.000017574692442882249561
52080,53161,0.00020185708518368995
52080,52494,0.000054674685620557681793
52080,53386,0.000027317926023056329563
52080,52555,0.000012758031180628205455
52097,53079,0.000050322061191626409018
52097,53177,0.000033836367327603708466
52097,52879,0.000051985859846121854855
52097,52603,0.000067204301075268817204
52097,53625,0.000014679114555809993541
51787,52194,0.000078443677439598368372
52194,52608,0.00031948881789137380
52194,52895,0.00017525411847178409
52194,52784,0.000024238898584448322668
52194,53625,0.000015444969573409940382
52194,53177,0.000065936964262165369906
52194,52879,0.00024813895781637717
52202,52843,0.000034333585112957495022
52202,53161,0.000074052132701421800948
52202,52565,0.00010552975939214859
52202,62813,0.000085807448086493907671
52202,55013,0.00011701380762930026
52202,53481,0.000050704796673765338201
52202,54540,0.00014438348252959861
52202,54160,0.000096824167312161115414
52202,53401,0.000019833399444664815549
52202,54291,0.00012285012285012285
52202,52634,0.00032362459546925566
52202,54079,0.000026971625849606214263
52202,53498,0.000082440230832646331410
52202,52394,0.00010300782859497322
52202,58543,0.000072243895390839474064
52202,57907,0.000017972681524083393242
52203,53583,0.000072516316171138506164
52203,52816,0.000097885669537979639781
52203,54094,0.000016536032013757978635
52203,53377,0.50000000000000000000
51787,52203,0.000050849181328180616292
52198,54888,0.000016607433487228883648
52198,54186,0.000053180174430972133589
52268,54190,0.000045089728559834069799
52268,53227,0.00042517006802721088
52268,52575,0.000051514527096641252833
52251,52322,0.000090009000900090009001
52251,54316,0.000037792894935752078609
52251,54197,0.000088121254846669016567
52282,52984,0.000040404040404040404040
52282,53367,0.000042009746261132582759
52282,55822,0.000026407520861941480934
52282,52547,0.000043320048518454340669
52282,58320,0.000051334702258726899384
53497,55049,0.000054466230936819172113
52268,53497,0.000043508527671423599025
52812,53497,0.000038115566397316664126
53497,54394,0.000037419547971860499925
53497,54331,0.000045273451647953639986
52494,53523,0.000031569642631645409774
53537,55198,0.000062243246607743059878
53537,62923,0.000017372572183037420520
53537,55346,0.000064135454079014879425
53537,54063,0.00010950503723171266
53634,54153,0.00014641288433382138
52127,53634,0.000042261854450173273603
51778,53634,0.000085984522785898538263
52724,53634,0.000040060892556686162968
52555,53621,0.000014492753623188405797
51998,53621,0.000028344671201814058957
53481,53648,0.000025351112913856918319
52554,53648,0.00011452130096197893
53617,53648,0.000070501974055273547659
52835,53648,0.000072939460247994164843
54079,54974,0.000026865832034818118317
54079,54290,0.000023934897079942556247
54079,61367,0.000018781458943730749005
52914,54076,0.000086296168450120814636
52238,54076,0.000066970265202250200911
52396,54076,0.000066207627118644067797
53227,54076,0.00015772870662460568
53161,54076,0.00016490765171503958
54076,54079,0.000025279336670205773800
54076,54423,0.000063307166371233223601
51946,54076,0.00042955326460481100
53651,54076,0.000029088370469486299378
52991,54076,0.000037588332581566681702
52634,54076,0.00015188335358444714
54076,54094,0.000019171044055059238526
53268,54151,0.000016098393380340642004
54094,54155,0.000013415255828928657670
54149,55013,0.00023618327822390175
53834,54176,0.000028773666340565114807
