51872,53268
52203,53377
53497,55049
54123,54383
51770,54507
52443,53181
52414,53478
52344,52449
54209,54502
51946,52975
51609,52766
53070,62761
53278,54179
52179,52816
51642,51714
53665,55343
51659,52375
51700,53424
53652,54614
52781,55019
51842,52369
51913,54153
51586,54134
52350,52760
51616,51776
52142,54746
52156,54147
53169,53223
52547,52705
51695,52764
51654,53020
51898,60375
52207,54084
52676,53042
51881,53251
51605,52297
53309,53702
52331,53535
52362,52812
52452,52525
51665,54135
53414,53450
54477,63672
54242,59991
53105,53335
53135,55160
52276,52522
53149,63659
53255,53896
51983,52800
52988,53524
52863,53246
51662,52958
51792,52614
51958,52088
52854,61417
52664,53305
51652,53619
51710,51725
51812,53602
54313,54323
55096,55138
53285,56575
55121,56864
53010,54566
52136,52798
52845,53749
51596,52309
52215,52734
52622,52878
51874,52769
52069,61051
52581,53915
52363,58320
52287,52527
51679,51933
52180,54096
52607,53187
53313,54163
52103,53031
53259,54060
53454,53776
53233,54074
52585,54316
52690,55217
53614,61414
52759,52893
52997,53956
52268,53607
51815,53369
52018,52139
51974,53712
52244,62161
53583,55572
52075,52410
52250,52806
52213,52283
51833,52246
51853,52243
51870,60331
52737,53605
52061,52432
51588,53126
51640,54448
51707,61170
53107,53481
51649,60394
53674,61508
52115,53189
52364,55117
52217,54571
52575,52809
54523,54542
52835,54112
53346,55432
53081,55765
52801,55177
52803,54524
52681,53766
54158,55109
51926,57602
54765,55146
54220,63095
54238,63715
53756,55258
53521,54494
52832,53473
51780,53710
53495,54489
53225,54467
52818,54287
53123,54109
52813,55128
51991,54401
51784,53617
51827,52728
51617,52110
52827,53136
53531,63039
51927,52908
51717,53555
53177,53250
51708,52458
52462,52959
51814,51968
52228,54411
52889,53292
52094,53036
51830,54241
53182,55163
53713,58679
53721,54984
52871,54612
54170,59625
51860,55822
54312,54369
52157,54386
53697,54459
54126,54282
53716,61382
53770,53775
53408,54429
54420,54431
52934,58848
51806,52916
53354,60381
52560,53549
52434,52810
53264,54169
53341,53786
53200,55205
52043,54380
52123,53783
52366,53901
51592,52288
52377,53217
52996,54298
52565,52976
52212,52834
51649,52588
51869,52164
52772,53460
51836,52234
52267,54942
51632,52389
51628,54204
51746,52076
51623,53397
51864,52686
51737,55346
54004,54198
51661,53722
52588,52865
52168,54509
51667,52280
52515,53902
51745,51994
54160,54175
52372,52475
51685,53584
52249,55311
52713,54395
51759,52404
51581,54251
52327,52539
53110,53508
51893,55827
51590,51591
51890,53655
51674,52214
52248,54253
52068,52641
52784,54569
52263,52511
52572,53301
52178,52675
52840,52849
52010,52330
51769,52477
52057,55227
52021,53417
54372,55262
51920,52083
52196,52579
53173,55206
51978,54362
53074,54444
52365,52568
52631,53249
53767,60480
53079,53594
53104,53133
52600,53834
52124,52503
52173,52348
52173,55283
52397,52634
53469,54862
52855,53511
52991,54078
54325,54404
52152,54566
52222,53483
52420,53206
52746,53360
51799,52556
51787,53796
52895,53419
51950,53459
52599,53273
52521,54945
51766,61419
51650,52732
55181,55338
52273,52819
52739,54165
53197,53745
54402,62671
51803,53579
52777,53612
51949,53429
52315,52649
52039,53374
51953,54190
53367,54486
52625,53585
51633,55197
51804,56035
53762,59012
52337,54958
53375,53403
51663,53401
53160,54157
53161,53184
52494,54332
51615,52029
51867,53547
52501,54083
53171,61815
51906,52202
51959,51996
51639,59765
52594,53625
53441,53784
52603,53304
52011,54113
52134,54406
52175,54243
51682,54205
54070,62923
51904,54228
51699,54285
51998,53693
52654,52722
51583,51692
53342,61202
53152,53226
51732,53418
51607,51668
51738,52119
51587,51879
53150,54407
52587,52605
56730,61154
51835,51857
51704,54916
52269,52304
51985,54349
51905,54094
52566,60441
53404,55233
51808,52489
52059,54118
51674,52371
52354,54384
52698,54148
52394,52796
52376,60476
52989,53180
52949,53887
53624,54213
53649,54387
53496,54264
52189,53221
53143,54535
54957,63888
52517,53634
51921,53943
52027,54365
51731,51743
52738,61367
53669,54186
51705,51901
54174,54271
52155,52668
52199,52282
52954,54543
53239,53435
51896,52967
53389,54165
51683,53517
54237,61570
54250,54966
54110,54382
51854,54233
52570,55295
51593,52727
53319,54119
52921,54063
53120,54449
52510,52831
52913,53664
53108,54381
51856,54491
54317,55014
51971,52851
51796,52483
52551,53729
53271,54345
52554,53293
52951,53845
52317,52858
52322,53395
53140,54273
52644,52952
51925,52305
51757,51935
52002,52081
52033,52310
54558,55050
51936,59448
51970,52407
51696,53287
51793,51889
52042,55215
52265,52395
52293,53199
51704,52190
52526,54180
52370,56644
52999,54470
53183,55111
53262,63518
53311,53682
53416,54518
53651,54435
53110,54544
58114,60540
51629,53366
53004,63707
52411,55156
52025,55034
52102,53339
52058,52436
52132,52817
52254,60948
52151,53368
51838,52165
52386,55717
52682,53390
52662,55054
52942,53718
52915,52941
53057,53101
52928,53446
53471,55107
51829,52257
54478,58806
51831,53663
52238,55082
55072,58899
54342,60495
54162,59173
51909,51945
54527,55161
54481,61415
52311,52573
54465,54888
51891,54288
52023,54127
52149,53744
53595,54156
52910,54292
52894,53326
53673,54304
53630,54114
52398,55139
54059,54530
53637,55120
52177,53331
52095,53456
52338,53620
53281,53646
53213,55149
51612,53052
52970,60293
52753,53227
52422,53021
52476,53516
52161,54166
52296,52846
52193,52689
52223,54433
52201,52984
52091,53425
52125,52708
52101,53005
51647,52007
51995,52906
51850,53592
51689,52639
51653,52743
51620,52012
52062,52255
51917,53125
51813,51940
52150,52271
52356,54066
52507,52765
52929,54053
52460,60385
52459,54360
52336,53737
51651,51894
51678,55154
51631,53464
51782,54291
52604,52733
52742,52823
52998,55090
53019,55229
53451,54415
52478,63037
52127,61236
51686,61277
51774,59078
52098,59173
52396,58936
55223,61168
54315,55110
51946,55089
51819,58824
52754,55333
53250,54321
54442,61269
53352,54336
54214,57907
54207,54414
54203,61544
52135,54132
53214,54072
54101,54475
52661,54142
54067,54962
51778,54082
53742,54368
52555,53556
53448,55073
53644,58175
52004,53351
53337,54234
53394,54069
53430,53757
52811,53158
51786,53163
53224,54077
51680,53085
52974,53488
52914,54974
52901,54052
52933,52939
52609,53490
52947,53352
52790,52838
52031,52582
52669,52762
52488,54324
52528,54584
52545,54340
52640,54539
52473,53231
52387,53099
52382,52684
51719,61008
51952,52229
53303,54265
52191,53298
52204,58543
52187,52332
52106,53447
52077,60493
54460,58840
52082,54359
52052,53658
51993,52071
51736,51941
51984,52592
51961,54493
51851,55127
51691,53420
51846,52586
51637,51785
51822,54245
51847,54394
51750,53439
51742,51957
51688,55196
51646,54409
51626,51967
51664,53063
51868,52532
51824,51973
52239,53205
52239,52828
52465,52929
53023,54092
52629,59151
53071,55599
54857,61453
54423,54458
54499,55221
54441,55202
54378,60547
54248,54354
52724,54366
54331,54540
52345,54291
54061,54231
54191,55476
54178,54461
54177,60921
54164,57754
54150,56046
54131,63729
52879,54124
54129,55013
54095,54269
54079,55307
51599,53636
53647,54568
53014,53616
52162,53596
53537,54515
53426,53598
52012,53393
53364,54281
53328,54290
53290,54505
52925,53207
53204,54927
53088,61434
53041,60916
52931,53504
52281,52883
52843,53386
52837,53221
52782,53532
52763,52965
52748,52768
51779,52736
52685,52787
52636,52983
52632,59803
52630,52699
52574,55198
52540,53002
51761,52530
52514,55867
52500,53427
52448,54430
52379,53097
52378,53709
52325,53480
52335,53336
52339,61973
51987,52324
51684,52301
52015,52197
52174,54197
52166,52608
51780,52144
52122,52805
52092,53236
51767,52035
52020,55927
52026,55095
52005,52392
51992,59456
51977,54307
51976,63210
51947,54247
51956,53596
51928,52794
51871,51948
51861,52773
51841,52789
51837,58844
51823,57331
51791,52747
51772,55314
51771,55308
51763,52425
51756,52918
51681,53498
51671,52869
51656,51768
51644,53378
51660,54835
51658,52346
51643,52072
51618,53412
51600,52373
51598,53633
51604,52206
51586,54144
